Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2024-03-28,171.75,172.22999572753906,170.50999450683594,171.47999572753906,170.25735473632812,65672700,AAPL
2024-04-01,171.19000244140625,171.25,169.47999572753906,170.02999877929688,168.8177032470703,46240500,AAPL
2024-04-02,169.0800018310547,169.33999633789062,168.22999572753906,168.83999633789062,167.6361846923828,49329500,AAPL
2024-04-03,168.7899932861328,170.67999267578125,168.5800018310547,169.64999389648438,168.44039916992188,47691700,AAPL
2024-04-04,170.2899932861328,171.9199981689453,168.82000732421875,168.82000732421875,167.61631774902344,53704400,AAPL
2024-04-05,169.58999633789062,170.38999938964844,168.9499969482422,169.5800018310547,168.3708953857422,42104800,AAPL
2024-04-08,169.02999877929688,169.1999969482422,168.24000549316406,168.4499969482422,167.2489471435547,37425500,AAPL
2024-04-09,168.6999969482422,170.0800018310547,168.35000610351562,169.6699981689453,168.4602813720703,42373800,AAPL
2024-04-10,168.8000030517578,169.08999633789062,167.11000061035156,167.77999877929688,166.58370971679688,49709300,AAPL
2024-04-11,168.33999633789062,175.4600067138672,168.16000366210938,175.0399932861328,173.79197692871094,91070300,AAPL
2024-04-12,174.25999450683594,178.36000061035156,174.2100067138672,176.5500030517578,175.2912139892578,101670900,AAPL
2024-04-15,175.36000061035156,176.6300048828125,172.5,172.69000244140625,171.45872497558594,73531800,AAPL
2024-04-16,171.75,173.75999450683594,168.27000427246094,169.3800048828125,168.17233276367188,73711200,AAPL
2024-04-17,169.61000061035156,170.64999389648438,168.0,168.0,166.80218505859375,50901200,AAPL
2024-04-18,168.02999877929688,168.63999938964844,166.5500030517578,167.0399932861328,165.84901428222656,43122900,AAPL
2024-04-19,166.2100067138672,166.39999389648438,164.0800018310547,165.0,163.8235626220703,68149400,AAPL
2024-04-22,165.52000427246094,167.25999450683594,164.77000427246094,165.83999633789062,164.65756225585938,48116400,AAPL
2024-04-23,165.35000610351562,167.0500030517578,164.9199981689453,166.89999389648438,165.71002197265625,49537800,AAPL
2024-04-24,166.5399932861328,169.3000030517578,166.2100067138672,169.02000427246094,167.8148956298828,48251800,AAPL
2024-04-25,169.52999877929688,170.61000061035156,168.14999389648438,169.88999938964844,168.6787109375,50558300,AAPL
2024-04-26,169.8800048828125,171.33999633789062,169.17999267578125,169.3000030517578,168.0928955078125,44838400,AAPL
2024-04-29,173.3699951171875,176.02999877929688,173.10000610351562,173.5,172.26295471191406,68169400,AAPL
2024-04-30,173.3300018310547,174.99000549316406,170.0,170.3300018310547,169.1155548095703,65934800,AAPL
2024-05-01,169.5800018310547,172.7100067138672,169.11000061035156,169.3000030517578,168.0928955078125,50383100,AAPL
2024-05-02,172.50999450683594,173.4199981689453,170.88999938964844,173.02999877929688,171.79629516601562,94214900,AAPL
2024-05-03,186.64999389648438,187.0,182.66000366210938,183.3800048828125,182.072509765625,163224100,AAPL
2024-05-06,182.35000610351562,184.1999969482422,180.4199981689453,181.7100067138672,180.4144287109375,78569700,AAPL
2024-05-07,183.4499969482422,184.89999389648438,181.32000732421875,182.39999389648438,181.0994873046875,77305800,AAPL
2024-05-08,182.85000610351562,183.07000732421875,181.4499969482422,182.74000549316406,181.4370880126953,45057100,AAPL
2024-05-09,182.55999755859375,184.66000366210938,182.11000061035156,184.57000732421875,183.2540283203125,48983000,AAPL
2024-05-10,184.89999389648438,185.08999633789062,182.1300048828125,183.0500030517578,181.99139404296875,50759500,AAPL
2024-05-13,185.44000244140625,187.10000610351562,184.6199951171875,186.27999877929688,185.20269775390625,72044800,AAPL
2024-05-14,187.50999450683594,188.3000030517578,186.2899932861328,187.42999267578125,186.3460235595703,52393600,AAPL
2024-05-15,187.91000366210938,190.64999389648438,187.3699951171875,189.72000122070312,188.622802734375,70400000,AAPL
2024-05-16,190.47000122070312,191.10000610351562,189.66000366210938,189.83999633789062,188.74209594726562,52845200,AAPL
2024-05-17,189.50999450683594,190.80999755859375,189.17999267578125,189.8699951171875,188.77191162109375,41282900,AAPL
2024-05-20,189.3300018310547,191.9199981689453,189.00999450683594,191.0399932861328,189.93515014648438,44361300,AAPL
2024-05-21,191.08999633789062,192.72999572753906,190.9199981689453,192.35000610351562,191.2375946044922,42309400,AAPL
2024-05-22,192.27000427246094,192.82000732421875,190.27000427246094,190.89999389648438,189.79595947265625,34648500,AAPL
2024-05-23,190.97999572753906,191.0,186.6300048828125,186.8800048828125,185.79922485351562,51005900,AAPL
2024-05-24,188.82000732421875,190.5800018310547,188.0399932861328,189.97999572753906,188.88128662109375,36327000,AAPL
2024-05-28,191.50999450683594,193.0,189.10000610351562,189.99000549316406,188.89125061035156,52280100,AAPL
2024-05-29,189.61000061035156,192.25,189.50999450683594,190.2899932861328,189.1894989013672,53068000,AAPL
2024-05-30,190.75999450683594,192.17999267578125,190.6300048828125,191.2899932861328,190.18370056152344,49889100,AAPL
2024-05-31,191.44000244140625,192.57000732421875,189.91000366210938,192.25,191.13815307617188,75158300,AAPL
2024-06-03,192.89999389648438,194.99000549316406,192.52000427246094,194.02999877929688,192.9078826904297,50080500,AAPL
2024-06-04,194.63999938964844,195.32000732421875,193.02999877929688,194.35000610351562,193.2260284423828,47471400,AAPL
2024-06-05,195.39999389648438,196.89999389648438,194.8699951171875,195.8699951171875,194.7372283935547,54156800,AAPL
2024-06-06,195.69000244140625,196.5,194.1699981689453,194.47999572753906,193.3552703857422,41181800,AAPL
2024-06-07,194.64999389648438,196.94000244140625,194.13999938964844,196.88999938964844,195.75132751464844,53103900,AAPL
2024-06-10,196.89999389648438,197.3000030517578,192.14999389648438,193.1199951171875,192.00314331054688,97010200,AAPL
2024-06-11,193.64999389648438,207.16000366210938,193.6300048828125,207.14999389648438,205.9519805908203,172373300,AAPL
2024-06-12,207.3699951171875,220.1999969482422,206.89999389648438,213.07000732421875,211.83775329589844,198134300,AAPL
2024-06-13,214.74000549316406,216.75,211.60000610351562,214.24000549316406,213.0009765625,97862700,AAPL
2024-06-14,213.85000610351562,215.1699981689453,211.3000030517578,212.49000549316406,211.2611083984375,70122700,AAPL
2024-06-17,213.3699951171875,218.9499969482422,212.72000122070312,216.6699981689453,215.4169464111328,93728300,AAPL
2024-06-18,217.58999633789062,218.6300048828125,213.0,214.2899932861328,213.05072021484375,79943300,AAPL
2024-06-20,213.92999267578125,214.24000549316406,208.85000610351562,209.67999267578125,208.4673614501953,86172500,AAPL
2024-06-21,210.38999938964844,211.88999938964844,207.11000061035156,207.49000549316406,206.2900390625,241805100,AAPL
2024-06-24,207.72000122070312,212.6999969482422,206.58999633789062,208.13999938964844,206.936279296875,80727000,AAPL
2024-06-25,209.14999389648438,211.3800048828125,208.61000061035156,209.07000732421875,207.86090087890625,55549700,AAPL
2024-06-26,211.5,214.86000061035156,210.63999938964844,213.25,212.01670837402344,66213200,AAPL
2024-06-27,214.69000244140625,215.74000549316406,212.35000610351562,214.10000610351562,212.86180114746094,49772700,AAPL
2024-06-28,215.77000427246094,216.07000732421875,210.3000030517578,210.6199951171875,209.4019012451172,82542700,AAPL
2024-07-01,212.08999633789062,217.50999450683594,211.9199981689453,216.75,215.49647521972656,60402900,AAPL
2024-07-02,216.14999389648438,220.3800048828125,215.10000610351562,220.27000427246094,218.9961395263672,58046200,AAPL
2024-07-03,220.0,221.5500030517578,219.02999877929688,221.5500030517578,220.2687225341797,37369800,AAPL
2024-07-05,221.64999389648438,226.4499969482422,221.64999389648438,226.33999633789062,225.03102111816406,60412400,AAPL
2024-07-08,227.08999633789062,227.85000610351562,223.25,227.82000732421875,226.50247192382812,59085900,AAPL
2024-07-09,227.92999267578125,229.39999389648438,226.3699951171875,228.67999267578125,227.35748291015625,48076100,AAPL
2024-07-10,229.3000030517578,233.0800018310547,229.25,232.97999572753906,231.63259887695312,62627700,AAPL
2024-07-11,231.38999938964844,232.38999938964844,225.77000427246094,227.57000732421875,226.25392150878906,64710600,AAPL
2024-07-12,228.9199981689453,232.63999938964844,228.67999267578125,230.5399932861328,229.20669555664062,53046500,AAPL
2024-07-15,236.47999572753906,237.22999572753906,233.08999633789062,234.39999389648438,233.04440307617188,62631300,AAPL
2024-07-16,235.0,236.27000427246094,232.3300018310547,234.82000732421875,233.4619903564453,43234300,AAPL
2024-07-17,229.4499969482422,231.4600067138672,226.63999938964844,228.8800048828125,227.55633544921875,57345900,AAPL
2024-07-18,230.27999877929688,230.44000244140625,222.27000427246094,224.17999267578125,222.88351440429688,66034600,AAPL
2024-07-19,224.82000732421875,226.8000030517578,223.27999877929688,224.30999755859375,223.01275634765625,49151500,AAPL
2024-07-22,227.00999450683594,227.77999877929688,223.08999633789062,223.9600067138672,222.66477966308594,48201800,AAPL
2024-07-23,224.3699951171875,226.94000244140625,222.67999267578125,225.00999450683594,223.7086944580078,39960300,AAPL
2024-07-24,224.0,224.8000030517578,217.1300048828125,218.5399932861328,217.276123046875,61777600,AAPL
2024-07-25,218.92999267578125,220.85000610351562,214.6199951171875,217.49000549316406,216.23220825195312,51391200,AAPL
2024-07-26,218.6999969482422,219.49000549316406,216.00999450683594,217.9600067138672,216.69949340820312,41601300,AAPL
2024-07-29,216.9600067138672,219.3000030517578,215.75,218.24000549316406,216.97787475585938,36311800,AAPL
2024-07-30,219.19000244140625,220.3300018310547,216.1199951171875,218.8000030517578,217.5346221923828,41643800,AAPL
2024-07-31,221.44000244140625,223.82000732421875,220.6300048828125,222.0800018310547,220.79566955566406,50036300,AAPL
2024-08-01,224.3699951171875,224.47999572753906,217.02000427246094,218.36000061035156,217.09716796875,62501000,AAPL
2024-08-02,219.14999389648438,225.60000610351562,217.7100067138672,219.86000061035156,218.58848571777344,105568600,AAPL
2024-08-05,199.08999633789062,213.5,196.0,209.27000427246094,208.05975341796875,119548600,AAPL
2024-08-06,205.3000030517578,209.99000549316406,201.07000732421875,207.22999572753906,206.03152465820312,69660500,AAPL
2024-08-07,206.89999389648438,213.63999938964844,206.38999938964844,209.82000732421875,208.6065673828125,63516400,AAPL
2024-08-08,213.11000061035156,214.1999969482422,208.8300018310547,213.30999755859375,212.0763702392578,47161100,AAPL
2024-08-09,212.10000610351562,216.77999877929688,211.97000122070312,216.24000549316406,214.9894256591797,42201600,AAPL
2024-08-12,216.07000732421875,219.50999450683594,215.60000610351562,217.52999877929688,216.5222930908203,38028100,AAPL
2024-08-13,219.00999450683594,221.88999938964844,219.00999450683594,221.27000427246094,220.24497985839844,44155300,AAPL
2024-08-14,220.57000732421875,223.02999877929688,219.6999969482422,221.72000122070312,220.69288635253906,41960600,AAPL
2024-08-15,224.60000610351562,225.35000610351562,222.75999450683594,224.72000122070312,223.6790008544922,46414000,AAPL
2024-08-16,223.9199981689453,226.8300018310547,223.64999389648438,226.0500030517578,225.00283813476562,44340200,AAPL
2024-08-19,225.72000122070312,225.99000549316406,223.0399932861328,225.88999938964844,224.8435821533203,40687800,AAPL
2024-08-20,225.77000427246094,227.1699981689453,225.4499969482422,226.50999450683594,225.460693359375,30299000,AAPL
2024-08-21,226.52000427246094,227.97999572753906,225.0500030517578,226.39999389648438,225.35121154785156,34765500,AAPL
2024-08-22,227.7899932861328,228.33999633789062,223.89999389648438,224.52999877929688,223.4898681640625,43695300,AAPL
2024-08-23,225.66000366210938,228.22000122070312,224.3300018310547,226.83999633789062,225.78915405273438,38677300,AAPL
2024-08-26,226.75999450683594,227.27999877929688,223.88999938964844,227.17999267578125,226.12759399414062,30602200,AAPL
2024-08-27,226.0,228.85000610351562,224.88999938964844,228.02999877929688,226.97366333007812,35934600,AAPL
2024-08-28,227.9199981689453,229.86000061035156,225.67999267578125,226.49000549316406,225.4407958984375,38052200,AAPL
2024-08-29,230.10000610351562,232.9199981689453,228.8800048828125,229.7899932861328,228.72549438476562,51906300,AAPL
2024-08-30,230.19000244140625,230.39999389648438,227.47999572753906,229.0,227.9391632080078,52990800,AAPL
2024-01-02,373.8599853515625,375.8999938964844,366.7699890136719,370.8699951171875,366.10552978515625,25258600,MSFT
2024-01-03,369.010009765625,373.260009765625,368.510009765625,370.6000061035156,365.8389892578125,23083500,MSFT
2024-01-04,370.6700134277344,373.1000061035156,367.1700134277344,367.94000244140625,363.2132263183594,20901500,MSFT
2024-01-05,368.9700012207031,372.05999755859375,366.5,367.75,363.025634765625,21004600,MSFT
2024-01-08,369.29998779296875,375.20001220703125,369.010009765625,374.69000244140625,369.87646484375,23134000,MSFT
2024-01-09,372.010009765625,375.989990234375,371.19000244140625,375.7900085449219,370.96234130859375,20830000,MSFT
2024-01-10,376.3699951171875,384.1700134277344,376.32000732421875,382.7699890136719,377.85272216796875,25514200,MSFT
2024-01-11,386.0,390.67999267578125,380.3800048828125,384.6300048828125,379.6887512207031,27850800,MSFT
2024-01-12,385.489990234375,388.67999267578125,384.6499938964844,388.4700012207031,383.4794616699219,21661200,MSFT
2024-01-16,393.6600036621094,394.0299987792969,387.6199951171875,390.2699890136719,385.25634765625,27202300,MSFT
2024-01-17,387.9800109863281,390.1099853515625,384.80999755859375,389.4700012207031,384.4666442871094,22234100,MSFT
2024-01-18,391.7200012207031,393.989990234375,390.1199951171875,393.8699951171875,388.81005859375,23392100,MSFT
2024-01-19,395.760009765625,398.6700134277344,393.5,398.6700134277344,393.5484313964844,29331100,MSFT
2024-01-22,400.0199890136719,400.6199951171875,393.5899963378906,396.510009765625,391.4161682128906,27016900,MSFT
2024-01-23,395.75,399.3800048828125,393.92999267578125,398.8999938964844,393.77545166015625,20525900,MSFT
2024-01-24,401.5400085449219,405.6300048828125,400.45001220703125,402.55999755859375,397.388427734375,24867000,MSFT
2024-01-25,404.32000732421875,407.010009765625,402.5299987792969,404.8699951171875,399.66876220703125,21021200,MSFT
2024-01-26,404.3699951171875,406.1700134277344,402.42999267578125,403.92999267578125,398.7408447265625,17803300,MSFT
2024-01-29,406.05999755859375,409.9800109863281,404.3299865722656,409.7200012207031,404.4564514160156,24510200,MSFT
2024-01-30,412.260009765625,413.04998779296875,406.45001220703125,408.5899963378906,403.3409729003906,33477600,MSFT
2024-01-31,406.9599914550781,415.32000732421875,397.2099914550781,397.5799865722656,392.472412109375,47871100,MSFT
2024-02-01,401.8299865722656,408.0,401.79998779296875,403.7799987792969,398.59271240234375,30657700,MSFT
2024-02-02,403.80999755859375,412.6499938964844,403.55999755859375,411.2200012207031,405.9372253417969,28256700,MSFT
2024-02-05,409.8999938964844,411.1600036621094,403.989990234375,405.6499938964844,400.438720703125,25352300,MSFT
2024-02-06,405.8800048828125,407.9700012207031,402.9100036621094,405.489990234375,400.28082275390625,18382600,MSFT
2024-02-07,407.44000244140625,414.29998779296875,407.3999938964844,414.04998779296875,408.7308044433594,22340500,MSFT
2024-02-08,414.04998779296875,415.55999755859375,412.5299987792969,414.1099853515625,408.7900085449219,21225300,MSFT
2024-02-09,415.25,420.82000732421875,415.0899963378906,420.54998779296875,415.14727783203125,22032800,MSFT
2024-02-12,420.55999755859375,420.739990234375,414.75,415.260009765625,409.92529296875,21202900,MSFT
2024-02-13,404.94000244140625,410.07000732421875,403.3900146484375,406.32000732421875,401.1001281738281,27824900,MSFT
2024-02-14,408.07000732421875,409.8399963378906,404.57000732421875,409.489990234375,404.9769592285156,20401200,MSFT
2024-02-15,408.1400146484375,409.1300048828125,404.2900085449219,406.55999755859375,402.0791931152344,21825500,MSFT
2024-02-16,407.9599914550781,408.2900085449219,403.44000244140625,404.05999755859375,399.6067810058594,22296500,MSFT
2024-02-20,403.239990234375,404.489990234375,398.010009765625,402.7900085449219,398.35076904296875,24307900,MSFT
2024-02-21,400.1700134277344,402.2900085449219,397.2200012207031,402.17999267578125,397.74749755859375,18518900,MSFT
2024-02-22,410.19000244140625,412.8299865722656,408.57000732421875,411.6499938964844,407.1131286621094,27009900,MSFT
2024-02-23,415.6700134277344,415.8599853515625,408.9700012207031,410.3399963378906,405.81756591796875,16295900,MSFT
2024-02-26,411.4599914550781,412.1600036621094,407.3599853515625,407.5400085449219,403.0484313964844,16193500,MSFT
2024-02-27,407.989990234375,408.32000732421875,403.8500061035156,407.4800109863281,402.98907470703125,14835800,MSFT
2024-02-28,408.17999267578125,409.29998779296875,405.32000732421875,407.7200012207031,403.2264099121094,13183100,MSFT
2024-02-29,408.6400146484375,414.20001220703125,405.9200134277344,413.6400146484375,409.0812072753906,31947300,MSFT
2024-03-01,411.2699890136719,415.8699951171875,410.8800048828125,415.5,410.9206848144531,17823400,MSFT
2024-03-04,413.44000244140625,417.3500061035156,412.32000732421875,414.9200134277344,410.3470764160156,17596000,MSFT
2024-03-05,413.9599914550781,414.25,400.6400146484375,402.6499938964844,398.21234130859375,26919200,MSFT
2024-03-06,402.9700012207031,405.1600036621094,398.3900146484375,402.0899963378906,397.65850830078125,22344100,MSFT
2024-03-07,406.1199951171875,409.7799987792969,402.239990234375,409.1400146484375,404.63079833984375,18718500,MSFT
2024-03-08,407.9599914550781,410.4200134277344,404.3299865722656,406.2200012207031,401.74298095703125,18002200,MSFT
2024-03-11,403.760009765625,405.67999267578125,401.260009765625,404.5199890136719,400.06170654296875,16120800,MSFT
2024-03-12,407.6199951171875,415.57000732421875,406.7900085449219,415.2799987792969,410.703125,22457000,MSFT
2024-03-13,418.1000061035156,418.17999267578125,411.45001220703125,415.1000061035156,410.5251159667969,17115900,MSFT
2024-03-14,420.239990234375,427.82000732421875,417.989990234375,425.2200012207031,420.5335693359375,34157300,MSFT
2024-03-15,419.2900085449219,422.6000061035156,412.7900085449219,416.4200134277344,411.8305358886719,45079900,MSFT
2024-03-18,414.25,420.7300109863281,413.7799987792969,417.32000732421875,412.7206115722656,20106000,MSFT
2024-03-19,417.8299865722656,421.6700134277344,415.54998779296875,421.4100036621094,416.76556396484375,19837900,MSFT
2024-03-20,422.0,425.9599914550781,420.6600036621094,425.2300109863281,420.54345703125,17860100,MSFT
2024-03-21,429.8299865722656,430.82000732421875,427.1600036621094,429.3699951171875,424.6378479003906,21296200,MSFT
2024-03-22,429.70001220703125,429.8599853515625,426.07000732421875,428.739990234375,424.0148010253906,17648500,MSFT
2024-03-25,425.239990234375,427.4100036621094,421.6099853515625,422.8599853515625,418.1995849609375,18060500,MSFT
2024-03-26,425.6099853515625,425.989990234375,421.3500061035156,421.6499938964844,417.0029296875,16725600,MSFT
2024-03-27,424.44000244140625,424.45001220703125,419.010009765625,421.42999267578125,416.78533935546875,16705000,MSFT
2024-03-28,420.9599914550781,421.8699951171875,419.1199951171875,420.7200012207031,416.0831604003906,21871200,MSFT
2024-04-01,423.95001220703125,427.8900146484375,422.2200012207031,424.57000732421875,419.8907165527344,16316000,MSFT
2024-04-02,420.1099853515625,422.3800048828125,417.8399963378906,421.44000244140625,416.7951965332031,17912000,MSFT
2024-04-03,419.7300109863281,423.260009765625,419.0899963378906,420.45001220703125,415.816162109375,16502300,MSFT
2024-04-04,424.989990234375,428.6700134277344,417.57000732421875,417.8800048828125,413.27447509765625,19370900,MSFT
2024-04-05,420.010009765625,426.510009765625,418.32000732421875,425.5199890136719,420.8302917480469,16554800,MSFT
2024-04-08,425.1700134277344,427.2799987792969,423.29998779296875,424.5899963378906,419.9105224609375,14272400,MSFT
2024-04-09,426.44000244140625,427.739990234375,421.6199951171875,426.2799987792969,421.5818786621094,12496900,MSFT
2024-04-10,422.19000244140625,424.0299987792969,419.70001220703125,423.260009765625,418.59515380859375,16216600,MSFT
2024-04-11,425.82000732421875,429.3699951171875,422.3599853515625,427.92999267578125,423.21368408203125,17966400,MSFT
2024-04-12,424.04998779296875,425.17999267578125,419.7699890136719,421.8999938964844,417.25018310546875,19253800,MSFT
2024-04-15,426.6000061035156,426.82000732421875,413.42999267578125,413.6400146484375,409.0812072753906,20273500,MSFT
2024-04-16,414.57000732421875,418.3999938964844,413.7300109863281,414.5799865722656,410.01080322265625,16765600,MSFT
2024-04-17,417.25,418.8800048828125,410.3299865722656,411.8399963378906,407.3010559082031,15855500,MSFT
2024-04-18,410.6300048828125,411.8900146484375,403.95001220703125,404.2699890136719,399.8144836425781,21029900,MSFT
2024-04-19,404.0299987792969,405.4800109863281,397.7699890136719,399.1199951171875,394.72119140625,30565800,MSFT
2024-04-22,400.0799865722656,402.8500061035156,395.75,400.9599914550781,396.54095458984375,20286900,MSFT
2024-04-23,404.239990234375,408.20001220703125,403.05999755859375,407.57000732421875,403.0780944824219,15734500,MSFT
2024-04-24,409.55999755859375,412.4700012207031,406.7799987792969,409.05999755859375,404.5516662597656,15065300,MSFT
2024-04-25,394.0299987792969,399.8900146484375,388.0299987792969,399.0400085449219,394.64208984375,40586500,MSFT
2024-04-26,412.1700134277344,413.0,405.760009765625,406.32000732421875,401.84185791015625,29694700,MSFT
2024-04-29,405.25,406.32000732421875,399.19000244140625,402.25,397.81671142578125,19582100,MSFT
2024-04-30,401.489990234375,402.1600036621094,389.1700134277344,389.3299865722656,385.0390930175781,28781400,MSFT
2024-05-01,392.6099853515625,401.7200012207031,390.30999755859375,394.94000244140625,390.5872802734375,23562500,MSFT
2024-05-02,397.6600036621094,399.92999267578125,394.6499938964844,397.8399963378906,393.455322265625,17709400,MSFT
2024-05-03,402.2799987792969,407.1499938964844,401.8599853515625,406.6600036621094,402.1781005859375,17446700,MSFT
